country,wave,year,n_respondents,index_all,index_imf,index_idawb,index_unsc
BIH,3.0,1998.0,1200,0.1319374152972717,0.1616656363220459,-0.0165662151249749,0.3224177807870124
BIH,4.0,2001.0,1200,0.0478522494244909,0.1952446987938965,0.0060715571518726,-0.0062199382714737
BLR,2.0,1990.0,1015,0.0769174920470137,0.0308143191927218,-0.0335719517508159,0.1359645812226234
BLR,3.0,1996.0,2092,0.031819436760414,0.0889111594235573,-0.1841097981470162,0.2212559237387706
BLR,6.0,2011.0,1535,0.0624977775425808,0.2281178669287226,-0.0090039246251256,0.0324073470333436
BOL,7.0,2017.0,2067,-0.1481372437754752,-0.2385112348479913,-0.0678703234320244,-0.2007415630302217
BRA,2.0,1991.0,1782,-0.1082444735342249,-0.0415652050551426,-0.0324933025548993,-0.2183003007373499
BRA,3.0,1997.0,1143,-0.0840203631786355,-0.146754183120492,-0.1464760928042723,0.05504186500614
BRA,5.0,2006.0,1500,-0.1371384004621745,-0.0835133162487802,-0.2265355089874962,-0.023558157484174
BRA,6.0,2014.0,1486,-0.2004291435032434,-0.0828743514371455,-0.2361047770880217,-0.2046698691071069
BRA,7.0,2018.0,1762,-0.1905457058062368,0.0162901187327938,-0.25590883969763,-0.2075277516183008
CAN,4.0,2000.0,1931,0.0123015003880162,0.014920338252483,0.2266545088416983,-0.2491003419399711
CAN,5.0,2006.0,2164,0.0506061439343564,-0.0089712111040547,0.24588342727604,-0.1261509309497299
CAN,7.0,2020.0,4018,0.0257427751446691,0.0228099293831996,0.2353564661967229,-0.2599593350173385
CHE,2.0,1989.0,1392,-0.4102547799905795,-0.6427125408224071,,-0.1640198867199351
CHE,3.0,1996.0,1212,-0.0311809050865377,-0.0404636930120694,0.2766357211996909,-0.3256192145182686
CHE,5.0,2007.0,1241,-0.0432236064259259,-0.1923815636495356,0.1960138434646126,-0.2240214348757512
CHL,2.0,1990.0,1500,-0.1664776259535024,-0.1010835703620813,-0.2430645053915985,-0.2114709046964219
CHL,3.0,1996.0,1000,-0.168313628380563,-0.1790770886027954,-0.1761080833204983,-0.1699876662438191
CHL,4.0,2000.0,1200,-0.1729891506521147,-0.0878451132850118,-0.1869259613589551,-0.2414710662499087
CHL,5.0,2006.0,1000,-0.1431559707153489,-0.1882484569397624,-0.1222622483010205,-0.1565475905686265
CHL,6.0,2012.0,1000,-0.1689403138261238,-0.1885180379859568,-0.1275715523108373,-0.2535597891860489
CHL,7.0,2018.0,1000,-0.1667958871348515,-0.0846626436629754,-0.1283084938282847,-0.2699882580567525
CHN,2.0,1990.0,999,0.2765816359853946,0.0663710520136847,0.0098066530504917,0.5316737466114787
CHN,3.0,1995.0,1500,0.1431630380402782,0.1258793282360588,-0.1950247576186692,0.3759330148136306
CHN,4.0,2001.0,998,0.1533911668757698,-0.0513557825553237,-0.0234711099557502,0.4850914465274282
CHN,5.0,2007.0,1976,0.1085080778106274,-0.004007975156991,-0.0392587450424273,0.3373952384460422
CHN,6.0,2013.0,2245,0.1315945371839583,0.133866359199437,-0.0298923094840983,0.3344327265791953
CHN,7.0,2018.0,3036,0.1203200753838696,0.0990553366120492,-0.0360350117048853,0.4258920876495851
COL,3.0,1997.0,6024,-0.280568123309343,-0.3649100941341091,-0.31304779336537836,-0.17970615370093007
COL,5.0,2005.0,3025,-0.16878687740094,-0.1746415170403248,-0.2205396342878363,-0.0531959985584813
COL,6.0,2012.0,1512,-0.1654157931318846,-0.1405492160717126,-0.1999482261851914,-0.1051575456278281
COL,7.0,2018.0,1520,-0.1531765105815032,-0.1006602687416012,-0.1335240786805626,-0.2224795513225783
CYP,5.0,2006.0,1049,0.0429422348781032,-0.0016033987419034,0.0206045229178546,0.1509367689841632
CYP,6.0,2011.0,1000,0.0553832000900454,0.108148970627106,0.0072446507881859,0.1178534319532756
CYP,7.0,2019.0,1000,0.0027701637453862,0.0716033854950978,0.0377888996904796,-0.0655230489176718
CZE,2.0,1991.0,924,0.057245040949723,0.2087281040748664,0.3787146119780096,-0.2607043594790927
CZE,3.0,1998.0,1146,-0.00989351201606,0.0337244948732941,0.1165957069061401,-0.23627824027837
CZE,7.0,2022.0,1200,0.0190896481568291,0.1093220445451123,0.1193703137874171,-0.2423671911766229
